id,parentid,text,value
0,,地理[编辑],0
1,0,欧洲/地形/法国/地理/荷兰/山脉/编辑/方面/安道尔/地区,4
2,0,丘陵/平原/德国/多/欧洲/山脉/伊比利亚半岛/阿尔卑斯山/方面/瑞士,4
3,0,冰河/地形/多/丹麦/半岛/斯堪地纳维亚/海/峡湾/冰岛/北欧,4
4,0,欧洲/莱茵河/河流/法国/塞纳河/编辑/卢瓦尔河/重要/国/大河,4
5,0,欧洲/月/平均/气候/气温/温带/芬兰/冰蚀湖/冰河/热,4
6,0,西欧/洋流/北欧/西风/气候/区域/北大西洋/大/暖流/偏差,4
7,0,北冰洋/地区/苔原/地中海/紧邻/干冬雨/大陆性/南欧/温带/副,4
8,0,欧洲/历史/英国/编辑/巨石/巨石阵/世纪/伦敦/西欧/主条目,4
9,0,希腊/文化/古/世纪/祖先/战争/爱琴海/希腊人/克里特岛/伯罗奔尼,4
10,0,罗马/欧洲/帝国/古/建立者/政治/西亚/亚平宁半岛/北非/经济,4
11,0,人/基督教/世纪/罗马/日尔曼/东哥德王国/北欧/公元/匈/东欧,4
12,0,帝国/罗马/匈人/世纪/德人/西哥/奥斯曼/西欧/土耳其人/东欧,4
13,0,时期/编辑/清高/民族/虔诚/中古史/王国/修士/廉洁/封建,4
14,0,帝国/德国/世纪/曼大帝/法国/英国/意大利/国家/雏型/时期,4
15,0,欧洲/西欧/南欧/教会/十字军/极大/人民/东欧/天主教/宗教,4
16,0,法国/人民/巴士底/监狱/大革命/近代史/编辑/南欧/国家/世纪,4
17,0,东正教/欧洲/时期/政教/宗教/俄罗斯/文化/同一/西欧/精,4
18,0,战争/法国/西班牙/荷兰/英国/奥地利/普鲁士/王位/德意志/葡萄牙,4
19,0,法国/英国/结果/战争/荷兰/殖民地/大片/日/帝国/制度,4
20,0,世纪/欧洲/英国/德国/科技/意大利/外界/进化论/政治/帝国主义,4
21,0,欧洲/一带/意大利/空拍/法国/世纪/帝国主义/战争/策源地/大,4
22,0,欧洲/成员国/苏联/社会主义/组织/欧盟/政治/公约/国家/东欧,4
